COMMAND: D:\Games\piper_sim\.venv\Scripts\python.exe -B -m piper_rl.scripts.train --task human-aware --human-preset randomized --human-difficulty 1.0 --algo sac --timesteps 2000000 --n-envs 4 --seed 2 --run-name human_aware_random_full_s2 --out runs --eval-freq 20000 --n-eval-episodes 15 --checkpoint-freq 50000 --action-mode cartesian --device auto
Using cpu device

======================================================================
SAC  |  2,000,000 steps  |  4 env(s)  |  obs (64,)  |  act (5,)
run dir: runs\human_aware_random_full_s2
======================================================================

Logging to runs\human_aware_random_full_s2\tb\SAC_1
D:\Games\piper_sim\.venv\Lib\site-packages\stable_baselines3\common\callbacks.py:419: UserWarning: Training and eval env are not of the same type<stable_baselines3.common.vec_env.subproc_vec_env.SubprocVecEnv object at 0x000001FDDD553ED0> != <stable_baselines3.common.vec_env.dummy_vec_env.DummyVecEnv object at 0x000001FDDD513350>
  warnings.warn("Training and eval env are not of the same type" f"{self.training_env} != {self.eval_env}")
---------------------------------------------
| rollout/                       |          |
|    critic_loss                 | 36.3     |
|    ent_coef                    | 0.0689   |
|    ent_coef_loss               | -0.979   |
|    learning_rate               | 0.0003   |
|    n_updates                   | 20996    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.08     |
|    collision_steps             | 0        |
|    completion_time             | 6.1      |
|    ep_len                      | 122      |
|    ep_len_mean                 | 117      |
|    ep_rew_mean                 | -53.2    |
|    episodes                    | 219      |
|    grasp_rate                  | 0.34     |
|    human_collision_rate        | 0.2      |
|    human_difficulty            | 1        |
|    human_safety_cost           | 37.1     |
|    lift_rate                   | 0.04     |
|    minimum_human_distance      | 0.15     |
|    near_misses                 | 0.34     |
|    place_err_mm                | 258      |
|    proximity_steps             | 14.4     |
|    safety_clamped              | 107      |
|    success_rate                | 0.05     |
|    waiting_steps               | 5.48     |
| time/                          |          |
|    episodes                    | 220      |
|    fps                         | 46       |
|    time_elapsed                | 570      |
|    total_timesteps             | 26336    |
| train/                         |          |
|    actor_loss                  | -9.6     |
|    critic_loss                 | 24.9     |
|    ent_coef                    | 0.068    |
|    ent_coef_loss               | -0.0203  |
|    learning_rate               | 0.0003   |
|    n_updates                   | 21332    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.08     |
|    collision_steps             | 0        |
|    completion_time             | 6.07     |
|    ep_len                      | 121      |
|    ep_len_mean                 | 116      |
|    ep_rew_mean                 | -48.5    |
|    episodes                    | 229      |
|    grasp_rate                  | 0.38     |
|    human_collision_rate        | 0.26     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 42.9     |
|    lift_rate                   | 0.08     |
|    minimum_human_distance      | 0.143    |
|    near_misses                 | 0.36     |
|    place_err_mm                | 273      |
|    proximity_steps             | 15.3     |
|    safety_clamped              | 106      |
|    success_rate                | 0.06     |
|    waiting_steps               | 5.92     |
| time/                          |          |
|    episodes                    | 230      |
|    fps                         | 45       |
|    time_elapsed                | 591      |
|    total_timesteps             | 27180    |
| train/                         |          |
|    actor_loss                  | -8.24    |
|    critic_loss                 | 28.3     |
|    ent_coef                    | 0.0671   |
|    ent_coef_loss               | -0.313   |
|    learning_rate               | 0.0003   |
|    n_updates                   | 22176    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.08     |
|    collision_steps             | 0        |
|    completion_time             | 6.36     |
|    ep_len                      | 127      |
|    episodes                    | 234      |
|    grasp_rate                  | 0.36     |
|    human_collision_rate        | 0.22     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 32.5     |
|    lift_rate                   | 0.08     |
|    minimum_human_distance      | 0.144    |
|    near_misses                 | 0.34     |
|    place_err_mm                | 274      |
|    proximity_steps             | 16.6     |
|    safety_clamped              | 111      |
|    success_rate                | 0.08     |
|    waiting_steps               | 6.76     |
| train/                         |          |
|    actor_loss                  | -6.76    |
|    critic_loss                 | 48.9     |
|    ent_coef                    | 0.0675   |
|    ent_coef_loss               | 0.479    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 22996    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.1      |
|    collision_steps             | 0        |
|    completion_time             | 6.29     |
|    ep_len                      | 126      |
|    ep_len_mean                 | 117      |
|    ep_rew_mean                 | -41.7    |
|    episodes                    | 239      |
|    grasp_rate                  | 0.34     |
|    human_collision_rate        | 0.22     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 33.7     |
|    lift_rate                   | 0.08     |
|    minimum_human_distance      | 0.138    |
|    near_misses                 | 0.36     |
|    place_err_mm                | 273      |
|    proximity_steps             | 17.4     |
|    safety_clamped              | 111      |
|    success_rate                | 0.07     |
|    waiting_steps               | 7.64     |
| time/                          |          |
|    episodes                    | 240      |
|    fps                         | 45       |
|    time_elapsed                | 625      |
|    total_timesteps             | 28616    |
| train/                         |          |
|    actor_loss                  | -7.53    |
|    critic_loss                 | 25.8     |
|    ent_coef                    | 0.0687   |
|    ent_coef_loss               | 0.707    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 23612    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.1      |
|    collision_steps             | 0        |
|    completion_time             | 6.21     |
|    ep_len                      | 124      |
|    episodes                    | 249      |
|    grasp_rate                  | 0.34     |
|    human_collision_rate        | 0.24     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 34.9     |
|    lift_rate                   | 0.08     |
|    minimum_human_distance      | 0.142    |
|    near_misses                 | 0.38     |
|    place_err_mm                | 281      |
|    proximity_steps             | 18.3     |
|    safety_clamped              | 108      |
|    success_rate                | 0.1      |
|    waiting_steps               | 7.4      |
| train/                         |          |
|    actor_loss                  | -6.77    |
|    critic_loss                 | 31.2     |
|    ent_coef                    | 0.0674   |
|    ent_coef_loss               | 0.519    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 24996    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.1      |
|    collision_steps             | 0        |
|    completion_time             | 6.21     |
|    ep_len                      | 124      |
|    ep_len_mean                 | 120      |
|    ep_rew_mean                 | -41.7    |
|    episodes                    | 249      |
|    grasp_rate                  | 0.34     |
|    human_collision_rate        | 0.24     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 34.9     |
|    lift_rate                   | 0.08     |
|    minimum_human_distance      | 0.142    |
|    near_misses                 | 0.38     |
|    place_err_mm                | 281      |
|    proximity_steps             | 18.3     |
|    safety_clamped              | 108      |
|    success_rate                | 0.07     |
|    waiting_steps               | 7.4      |
| time/                          |          |
|    episodes                    | 250      |
|    fps                         | 45       |
|    time_elapsed                | 660      |
|    total_timesteps             | 30060    |
| train/                         |          |
|    actor_loss                  | -5.82    |
|    critic_loss                 | 33.8     |
|    ent_coef                    | 0.0672   |
|    ent_coef_loss               | 0.77     |
|    learning_rate               | 0.0003   |
|    n_updates                   | 25056    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.08     |
|    collision_steps             | 0        |
|    completion_time             | 6.52     |
|    ep_len                      | 130      |
|    ep_len_mean                 | 121      |
|    ep_rew_mean                 | -42.1    |
|    episodes                    | 259      |
|    grasp_rate                  | 0.34     |
|    human_collision_rate        | 0.18     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 29.2     |
|    lift_rate                   | 0.06     |
|    minimum_human_distance      | 0.14     |
|    near_misses                 | 0.46     |
|    place_err_mm                | 303      |
|    proximity_steps             | 21.1     |
|    safety_clamped              | 112      |
|    success_rate                | 0.07     |
|    waiting_steps               | 10.6     |
| time/                          |          |
|    episodes                    | 260      |
|    fps                         | 45       |
|    time_elapsed                | 691      |
|    total_timesteps             | 31388    |
| train/                         |          |
|    actor_loss                  | -5.13    |
|    critic_loss                 | 33.7     |
|    ent_coef                    | 0.0655   |
|    ent_coef_loss               | -0.602   |
|    learning_rate               | 0.0003   |
|    n_updates                   | 26384    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.08     |
|    collision_steps             | 0        |
|    completion_time             | 6.35     |
|    ep_len                      | 127      |
|    episodes                    | 264      |
|    grasp_rate                  | 0.38     |
|    human_collision_rate        | 0.18     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 29.2     |
|    lift_rate                   | 0.06     |
|    minimum_human_distance      | 0.143    |
|    near_misses                 | 0.46     |
|    place_err_mm                | 298      |
|    proximity_steps             | 20.1     |
|    safety_clamped              | 109      |
|    success_rate                | 0.08     |
|    waiting_steps               | 11.6     |
| train/                         |          |
|    actor_loss                  | -6.7     |
|    critic_loss                 | 42.2     |
|    ent_coef                    | 0.0655   |
|    ent_coef_loss               | -0.0182  |
|    learning_rate               | 0.0003   |
|    n_updates                   | 26996    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.08     |
|    collision_steps             | 0        |
|    completion_time             | 6.34     |
|    ep_len                      | 127      |
|    ep_len_mean                 | 125      |
|    ep_rew_mean                 | -39.6    |
|    episodes                    | 269      |
|    grasp_rate                  | 0.38     |
|    human_collision_rate        | 0.18     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 29.5     |
|    lift_rate                   | 0.06     |
|    minimum_human_distance      | 0.129    |
|    near_misses                 | 0.46     |
|    place_err_mm                | 300      |
|    proximity_steps             | 22.9     |
|    safety_clamped              | 108      |
|    success_rate                | 0.08     |
|    waiting_steps               | 14.3     |
| time/                          |          |
|    episodes                    | 270      |
|    fps                         | 45       |
|    time_elapsed                | 722      |
|    total_timesteps             | 32692    |
| train/                         |          |
|    actor_loss                  | -3       |
|    critic_loss                 | 45.9     |
|    ent_coef                    | 0.0661   |
|    ent_coef_loss               | 0.117    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 27688    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.08     |
|    collision_steps             | 0        |
|    completion_time             | 6.46     |
|    ep_len                      | 129      |
|    ep_len_mean                 | 125      |
|    ep_rew_mean                 | -40      |
|    episodes                    | 279      |
|    grasp_rate                  | 0.34     |
|    human_collision_rate        | 0.16     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 26.5     |
|    lift_rate                   | 0.02     |
|    minimum_human_distance      | 0.143    |
|    near_misses                 | 0.4      |
|    place_err_mm                | 289      |
|    proximity_steps             | 22.3     |
|    safety_clamped              | 111      |
|    success_rate                | 0.08     |
|    waiting_steps               | 15.5     |
| time/                          |          |
|    episodes                    | 280      |
|    fps                         | 45       |
|    time_elapsed                | 746      |
|    total_timesteps             | 33676    |
| train/                         |          |
|    actor_loss                  | -3.49    |
|    critic_loss                 | 28.2     |
|    ent_coef                    | 0.0665   |
|    ent_coef_loss               | 0.813    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 28672    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.08     |
|    collision_steps             | 0        |
|    completion_time             | 6.25     |
|    ep_len                      | 125      |
|    episodes                    | 282      |
|    grasp_rate                  | 0.38     |
|    human_collision_rate        | 0.16     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 26.7     |
|    lift_rate                   | 0.04     |
|    minimum_human_distance      | 0.15     |
|    near_misses                 | 0.4      |
|    place_err_mm                | 288      |
|    proximity_steps             | 21.1     |
|    safety_clamped              | 108      |
|    success_rate                | 0.08     |
|    waiting_steps               | 14.4     |
| train/                         |          |
|    actor_loss                  | -2.17    |
|    critic_loss                 | 30.3     |
|    ent_coef                    | 0.065    |
|    ent_coef_loss               | -0.0264  |
|    learning_rate               | 0.0003   |
|    n_updates                   | 28996    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.08     |
|    collision_steps             | 0        |
|    completion_time             | 6.32     |
|    ep_len                      | 126      |
|    ep_len_mean                 | 127      |
|    ep_rew_mean                 | -31.6    |
|    episodes                    | 289      |
|    grasp_rate                  | 0.38     |
|    human_collision_rate        | 0.16     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 25.1     |
|    lift_rate                   | 0.06     |
|    minimum_human_distance      | 0.156    |
|    near_misses                 | 0.36     |
|    place_err_mm                | 290      |
|    proximity_steps             | 19.2     |
|    safety_clamped              | 110      |
|    success_rate                | 0.09     |
|    waiting_steps               | 13.5     |
| time/                          |          |
|    episodes                    | 290      |
|    fps                         | 44       |
|    time_elapsed                | 777      |
|    total_timesteps             | 34960    |
| train/                         |          |
|    actor_loss                  | -2.01    |
|    critic_loss                 | 25.5     |
|    ent_coef                    | 0.0639   |
|    ent_coef_loss               | 0.118    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 29956    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.08     |
|    collision_steps             | 0        |
|    completion_time             | 6.28     |
|    ep_len                      | 126      |
|    episodes                    | 297      |
|    grasp_rate                  | 0.38     |
|    human_collision_rate        | 0.1      |
|    human_difficulty            | 1        |
|    human_safety_cost           | 19.6     |
|    lift_rate                   | 0.08     |
|    minimum_human_distance      | 0.163    |
|    near_misses                 | 0.34     |
|    place_err_mm                | 290      |
|    proximity_steps             | 18.9     |
|    safety_clamped              | 110      |
|    success_rate                | 0.08     |
|    waiting_steps               | 14.5     |
| train/                         |          |
|    actor_loss                  | -0.237   |
|    critic_loss                 | 27       |
|    ent_coef                    | 0.0626   |
|    ent_coef_loss               | 0.734    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 30996    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.08     |
|    collision_steps             | 0        |
|    completion_time             | 6.31     |
|    ep_len                      | 126      |
|    ep_len_mean                 | 126      |
|    ep_rew_mean                 | -32.8    |
|    episodes                    | 299      |
|    grasp_rate                  | 0.38     |
|    human_collision_rate        | 0.1      |
|    human_difficulty            | 1        |
|    human_safety_cost           | 20       |
|    lift_rate                   | 0.08     |
|    minimum_human_distance      | 0.164    |
|    near_misses                 | 0.34     |
|    place_err_mm                | 293      |
|    proximity_steps             | 19.3     |
|    safety_clamped              | 111      |
|    success_rate                | 0.09     |
|    waiting_steps               | 15.2     |
| time/                          |          |
|    episodes                    | 300      |
|    fps                         | 44       |
|    time_elapsed                | 811      |
|    total_timesteps             | 36352    |
| train/                         |          |
|    actor_loss                  | -2.2     |
|    critic_loss                 | 25.4     |
|    ent_coef                    | 0.0618   |
|    ent_coef_loss               | 0.185    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 31348    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.1      |
|    collision_steps             | 0        |
|    completion_time             | 6.16     |
|    ep_len                      | 123      |
|    ep_len_mean                 | 126      |
|    ep_rew_mean                 | -30      |
|    episodes                    | 309      |
|    grasp_rate                  | 0.42     |
|    human_collision_rate        | 0.1      |
|    human_difficulty            | 1        |
|    human_safety_cost           | 22.1     |
|    lift_rate                   | 0.1      |
|    minimum_human_distance      | 0.163    |
|    near_misses                 | 0.32     |
|    place_err_mm                | 269      |
|    proximity_steps             | 19.2     |
|    safety_clamped              | 110      |
|    success_rate                | 0.09     |
|    waiting_steps               | 13.6     |
| time/                          |          |
|    episodes                    | 310      |
|    fps                         | 44       |
|    time_elapsed                | 842      |
|    total_timesteps             | 37640    |
| train/                         |          |
|    actor_loss                  | 1.93     |
|    critic_loss                 | 26.7     |
|    ent_coef                    | 0.0582   |
|    ent_coef_loss               | -0.944   |
|    learning_rate               | 0.0003   |
|    n_updates                   | 32636    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.1      |
|    collision_steps             | 0        |
|    completion_time             | 6.12     |
|    ep_len                      | 122      |
|    episodes                    | 313      |
|    grasp_rate                  | 0.44     |
|    human_collision_rate        | 0.1      |
|    human_difficulty            | 1        |
|    human_safety_cost           | 21.3     |
|    lift_rate                   | 0.1      |
|    minimum_human_distance      | 0.17     |
|    near_misses                 | 0.3      |
|    place_err_mm                | 266      |
|    proximity_steps             | 19.4     |
|    safety_clamped              | 109      |
|    success_rate                | 0.1      |
|    waiting_steps               | 14.3     |
| train/                         |          |
|    actor_loss                  | 2.22     |
|    critic_loss                 | 52.2     |
|    ent_coef                    | 0.0581   |
|    ent_coef_loss               | -0.542   |
|    learning_rate               | 0.0003   |
|    n_updates                   | 32996    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.08     |
|    collision_steps             | 1.2      |
|    completion_time             | 6.16     |
|    ep_len                      | 123      |
|    ep_len_mean                 | 125      |
|    ep_rew_mean                 | -33.7    |
|    episodes                    | 318      |
|    grasp_rate                  | 0.46     |
|    human_collision_rate        | 0.12     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 24.5     |
|    lift_rate                   | 0.1      |
|    minimum_human_distance      | 0.16     |
|    near_misses                 | 0.36     |
|    place_err_mm                | 274      |
|    proximity_steps             | 18.8     |
|    safety_clamped              | 111      |
|    success_rate                | 0.08     |
|    waiting_steps               | 13.1     |
| time/                          |          |
|    episodes                    | 320      |
|    fps                         | 44       |
|    time_elapsed                | 871      |
|    total_timesteps             | 38836    |
| train/                         |          |
|    actor_loss                  | 0.774    |
|    critic_loss                 | 27.7     |
|    ent_coef                    | 0.0564   |
|    ent_coef_loss               | -0.0586  |
|    learning_rate               | 0.0003   |
|    n_updates                   | 33832    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.06     |
|    collision_steps             | 1.2      |
|    completion_time             | 6.32     |
|    ep_len                      | 126      |
|    episodes                    | 327      |
|    grasp_rate                  | 0.44     |
|    human_collision_rate        | 0.14     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 29.5     |
|    lift_rate                   | 0.12     |
|    minimum_human_distance      | 0.145    |
|    near_misses                 | 0.42     |
|    place_err_mm                | 264      |
|    proximity_steps             | 18.6     |
|    safety_clamped              | 113      |
|    success_rate                | 0.06     |
|    waiting_steps               | 12.2     |
| train/                         |          |
|    actor_loss                  | 2.29     |
|    critic_loss                 | 31.5     |
|    ent_coef                    | 0.0536   |
|    ent_coef_loss               | 0.272    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 34996    |
---------------------------------------------
Eval num_timesteps=40000, episode_reward=-78.59 +/- 65.73
Episode length: 166.20 +/- 40.46
Success rate: 0.00%
---------------------------------
| eval/              |          |
|    mean_ep_length  | 166      |
|    mean_reward     | -78.6    |
|    success_rate    | 0        |
| time/              |          |
|    total_timesteps | 40000    |
---------------------------------
New best mean reward!
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.04     |
|    collision_steps             | 1.2      |
|    completion_time             | 6.51     |
|    ep_len                      | 130      |
|    ep_len_mean                 | 130      |
|    ep_rew_mean                 | -42.8    |
|    episodes                    | 329      |
|    grasp_rate                  | 0.46     |
|    human_collision_rate        | 0.14     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 29.5     |
|    lift_rate                   | 0.1      |
|    minimum_human_distance      | 0.142    |
|    near_misses                 | 0.42     |
|    place_err_mm                | 267      |
|    proximity_steps             | 18.7     |
|    safety_clamped              | 116      |
|    success_rate                | 0.06     |
|    waiting_steps               | 12.2     |
| time/                          |          |
|    episodes                    | 330      |
|    fps                         | 42       |
|    time_elapsed                | 945      |
|    total_timesteps             | 40276    |
| train/                         |          |
|    actor_loss                  | 2.15     |
|    critic_loss                 | 30.8     |
|    ent_coef                    | 0.0535   |
|    ent_coef_loss               | -0.162   |
|    learning_rate               | 0.0003   |
|    n_updates                   | 35272    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.06     |
|    collision_steps             | 1.2      |
|    completion_time             | 6.26     |
|    ep_len                      | 125      |
|    ep_len_mean                 | 126      |
|    ep_rew_mean                 | -42.9    |
|    episodes                    | 339      |
|    grasp_rate                  | 0.44     |
|    human_collision_rate        | 0.16     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 39.8     |
|    lift_rate                   | 0.06     |
|    minimum_human_distance      | 0.142    |
|    near_misses                 | 0.5      |
|    place_err_mm                | 277      |
|    proximity_steps             | 22.1     |
|    safety_clamped              | 110      |
|    success_rate                | 0.07     |
|    waiting_steps               | 13.5     |
| time/                          |          |
|    episodes                    | 340      |
|    fps                         | 42       |
|    time_elapsed                | 972      |
|    total_timesteps             | 41364    |
| train/                         |          |
|    actor_loss                  | 3.87     |
|    critic_loss                 | 34.2     |
|    ent_coef                    | 0.0533   |
|    ent_coef_loss               | 0.0242   |
|    learning_rate               | 0.0003   |
|    n_updates                   | 36360    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.06     |
|    collision_steps             | 1.2      |
|    completion_time             | 6.42     |
|    ep_len                      | 128      |
|    episodes                    | 344      |
|    grasp_rate                  | 0.44     |
|    human_collision_rate        | 0.2      |
|    human_difficulty            | 1        |
|    human_safety_cost           | 44.4     |
|    lift_rate                   | 0.06     |
|    minimum_human_distance      | 0.137    |
|    near_misses                 | 0.52     |
|    place_err_mm                | 273      |
|    proximity_steps             | 22.7     |
|    safety_clamped              | 113      |
|    success_rate                | 0.06     |
|    waiting_steps               | 13.9     |
| train/                         |          |
|    actor_loss                  | 3.73     |
|    critic_loss                 | 39.9     |
|    ent_coef                    | 0.0526   |
|    ent_coef_loss               | 0.443    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 36996    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.06     |
|    collision_steps             | 1.2      |
|    completion_time             | 6.45     |
|    ep_len                      | 129      |
|    ep_len_mean                 | 127      |
|    ep_rew_mean                 | -43.2    |
|    episodes                    | 349      |
|    grasp_rate                  | 0.44     |
|    human_collision_rate        | 0.2      |
|    human_difficulty            | 1        |
|    human_safety_cost           | 42.8     |
|    lift_rate                   | 0.06     |
|    minimum_human_distance      | 0.138    |
|    near_misses                 | 0.5      |
|    place_err_mm                | 275      |
|    proximity_steps             | 21.7     |
|    safety_clamped              | 113      |
|    success_rate                | 0.07     |
|    waiting_steps               | 12.6     |
| time/                          |          |
|    episodes                    | 350      |
|    fps                         | 42       |
|    time_elapsed                | 1000     |
|    total_timesteps             | 42548    |
| train/                         |          |
|    actor_loss                  | 3.13     |
|    critic_loss                 | 42.6     |
|    ent_coef                    | 0.0519   |
|    ent_coef_loss               | 0.0361   |
|    learning_rate               | 0.0003   |
|    n_updates                   | 37544    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.06     |
|    collision_steps             | 1.2      |
|    completion_time             | 6.17     |
|    ep_len                      | 124      |
|    ep_len_mean                 | 124      |
|    ep_rew_mean                 | -39.1    |
|    episodes                    | 359      |
|    grasp_rate                  | 0.42     |
|    human_collision_rate        | 0.2      |
|    human_difficulty            | 1        |
|    human_safety_cost           | 40       |
|    lift_rate                   | 0.06     |
|    minimum_human_distance      | 0.152    |
|    near_misses                 | 0.4      |
|    place_err_mm                | 274      |
|    proximity_steps             | 17.9     |
|    safety_clamped              | 107      |
|    success_rate                | 0.08     |
|    waiting_steps               | 11.9     |
| time/                          |          |
|    episodes                    | 360      |
|    fps                         | 42       |
|    time_elapsed                | 1027     |
|    total_timesteps             | 43644    |
| train/                         |          |
|    actor_loss                  | 5.64     |
|    critic_loss                 | 27.6     |
|    ent_coef                    | 0.0505   |
|    ent_coef_loss               | 0.068    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 38640    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.06     |
|    collision_steps             | 1.2      |
|    completion_time             | 6.27     |
|    ep_len                      | 125      |
|    episodes                    | 361      |
|    grasp_rate                  | 0.4      |
|    human_collision_rate        | 0.2      |
|    human_difficulty            | 1        |
|    human_safety_cost           | 40       |
|    lift_rate                   | 0.08     |
|    minimum_human_distance      | 0.15     |
|    near_misses                 | 0.4      |
|    place_err_mm                | 276      |
|    proximity_steps             | 17.9     |
|    safety_clamped              | 109      |
|    success_rate                | 0.06     |
|    waiting_steps               | 11.9     |
| train/                         |          |
|    actor_loss                  | 5.1      |
|    critic_loss                 | 28.7     |
|    ent_coef                    | 0.0499   |
|    ent_coef_loss               | 0.226    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 38996    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.08     |
|    collision_steps             | 0        |
|    completion_time             | 6.11     |
|    ep_len                      | 122      |
|    ep_len_mean                 | 122      |
|    ep_rew_mean                 | -43.3    |
|    episodes                    | 369      |
|    grasp_rate                  | 0.4      |
|    human_collision_rate        | 0.24     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 46.5     |
|    lift_rate                   | 0.08     |
|    minimum_human_distance      | 0.155    |
|    near_misses                 | 0.42     |
|    place_err_mm                | 268      |
|    proximity_steps             | 17.1     |
|    safety_clamped              | 105      |
|    success_rate                | 0.08     |
|    waiting_steps               | 9.58     |
| time/                          |          |
|    episodes                    | 370      |
|    fps                         | 42       |
|    time_elapsed                | 1058     |
|    total_timesteps             | 44884    |
| train/                         |          |
|    actor_loss                  | 6.47     |
|    critic_loss                 | 23.2     |
|    ent_coef                    | 0.0496   |
|    ent_coef_loss               | -0.885   |
|    learning_rate               | 0.0003   |
|    n_updates                   | 39880    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.08     |
|    collision_steps             | 0        |
|    completion_time             | 5.93     |
|    ep_len                      | 119      |
|    episodes                    | 379      |
|    grasp_rate                  | 0.4      |
|    human_collision_rate        | 0.24     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 49.2     |
|    lift_rate                   | 0.06     |
|    minimum_human_distance      | 0.158    |
|    near_misses                 | 0.42     |
|    place_err_mm                | 284      |
|    proximity_steps             | 20       |
|    safety_clamped              | 101      |
|    success_rate                | 0.08     |
|    waiting_steps               | 11.5     |
| train/                         |          |
|    actor_loss                  | 6.39     |
|    critic_loss                 | 25.8     |
|    ent_coef                    | 0.0488   |
|    ent_coef_loss               | -0.561   |
|    learning_rate               | 0.0003   |
|    n_updates                   | 40996    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.08     |
|    collision_steps             | 0        |
|    completion_time             | 5.93     |
|    ep_len                      | 119      |
|    ep_len_mean                 | 124      |
|    ep_rew_mean                 | -53.2    |
|    episodes                    | 379      |
|    grasp_rate                  | 0.4      |
|    human_collision_rate        | 0.24     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 49.2     |
|    lift_rate                   | 0.06     |
|    minimum_human_distance      | 0.158    |
|    near_misses                 | 0.42     |
|    place_err_mm                | 284      |
|    proximity_steps             | 20       |
|    safety_clamped              | 101      |
|    success_rate                | 0.06     |
|    waiting_steps               | 11.5     |
| time/                          |          |
|    episodes                    | 380      |
|    fps                         | 42       |
|    time_elapsed                | 1087     |
|    total_timesteps             | 46116    |
| train/                         |          |
|    actor_loss                  | 6.95     |
|    critic_loss                 | 29.5     |
|    ent_coef                    | 0.0487   |
|    ent_coef_loss               | -0.533   |
|    learning_rate               | 0.0003   |
|    n_updates                   | 41112    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.04     |
|    collision_steps             | 0.02     |
|    completion_time             | 6.02     |
|    ep_len                      | 120      |
|    ep_len_mean                 | 123      |
|    ep_rew_mean                 | -55.7    |
|    episodes                    | 389      |
|    grasp_rate                  | 0.46     |
|    human_collision_rate        | 0.24     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 40.2     |
|    lift_rate                   | 0.12     |
|    minimum_human_distance      | 0.155    |
|    near_misses                 | 0.36     |
|    place_err_mm                | 276      |
